sample_id,mission_id,mission_name,timestamp,latitude,longitude,altitude,ph,ec,moisture,temperature,nitrogen,phosphorus,potassium,organic_carbon,soil_health_index,soil_texture,mulberry_variety,probe_depth_cm,battery_soc,raw_modbus_hex,rover_state
S0090,M001,Grid Sweep Sector A (North-West),2026-08-14T20:06:54.345690,11.392094,77.734105,319.4,5.92,0.63,43.7,25.1,307.6,125.4,133.2,0.73,88.3,Red Sandy Loam,MR-2,15.0,58.9,01 03 0E 01B5 00FB 0276 003B 0134 007D 0085 A70C,INTERROGATION
S0091,M001,Grid Sweep Sector A (North-West),2026-08-14T20:24:54.345690,11.392721,77.734698,319.3,7.11,0.62,47.3,24.5,333.6,69.7,138.3,0.72,92.5,Red Sandy Loam,MR-2,15.0,58.5,01 03 0E 01D9 00F5 026C 0047 014E 0046 008A A746,INTERROGATION
S0092,M001,Grid Sweep Sector A (North-West),2026-08-14T20:42:54.345690,11.392248,77.733399,318.8,6.9,0.6,45.2,23.8,273.1,126.5,126.5,0.65,92.0,Red Sandy Loam,MR-2,15.0,58.0,01 03 0E 01C4 00EE 0258 0045 0111 007E 007E A7E5,INTERROGATION
S0093,M001,Grid Sweep Sector A (North-West),2026-08-14T21:00:54.345690,11.392749,77.734558,319.0,7.01,0.62,43.9,25.1,330.3,79.6,132.1,0.73,92.7,Red Sandy Loam,MR-2,15.0,57.6,01 03 0E 01B7 00FB 026C 0046 014A 0050 0084 A73B,INTERROGATION
S0094,M001,Grid Sweep Sector A (North-West),2026-08-14T21:18:54.345690,11.391831,77.733442,319.6,7.19,1.27,51.0,24.8,321.6,137.0,136.9,0.75,93.7,Saline Sandy Clay,MR-2,15.0,57.1,01 03 0E 01FE 00F8 04F6 0048 0142 0089 0089 A139,INTERROGATION
S0095,M001,Grid Sweep Sector A (North-West),2026-08-14T21:36:54.345690,11.392553,77.733657,318.6,6.87,0.64,47.1,24.9,188.9,139.6,132.7,0.54,87.9,Red Sandy Loam,MR-2,15.0,56.7,01 03 0E 01D7 00F9 0280 0045 00BD 008C 0085 A69C,INTERROGATION
S0096,M001,Grid Sweep Sector A (North-West),2026-08-14T21:54:54.345690,11.392517,77.734249,319.1,6.81,0.61,45.4,24.7,328.1,133.0,131.9,0.78,97.4,Red Sandy Loam,MR-2,15.0,56.2,01 03 0E 01C6 00F7 0262 0044 0148 0085 0084 A79D,INTERROGATION
S0097,M001,Grid Sweep Sector A (North-West),2026-08-14T22:12:54.345690,11.392495,77.734302,319.3,6.95,0.64,44.2,24.4,315.0,106.5,134.3,0.71,94.0,Red Sandy Loam,MR-2,15.0,55.8,01 03 0E 01BA 00F4 0280 0046 013B 006A 0086 A79C,INTERROGATION
S0098,M001,Grid Sweep Sector A (North-West),2026-08-14T22:30:54.345690,11.391868,77.733917,319.7,6.7,1.29,52.7,24.2,321.2,126.6,131.4,0.75,92.2,Saline Sandy Clay,MR-2,15.0,55.4,01 03 0E 020F 00F2 050A 0043 0141 007F 0083 A3CA,INTERROGATION
S0099,M001,Grid Sweep Sector A (North-West),2026-08-14T22:48:54.345690,11.392266,77.73379,319.3,6.39,0.6,46.7,24.8,240.7,125.1,129.6,0.58,88.3,Red Sandy Loam,MR-2,15.0,54.9,01 03 0E 01D3 00F8 0258 0040 00F1 007D 0082 A6FE,INTERROGATION
S0100,M001,Grid Sweep Sector A (North-West),2026-08-14T23:06:54.345690,11.392173,77.734362,319.7,6.91,0.55,48.1,23.9,343.9,139.8,136.9,0.93,99.4,Rich Humus Loam,V1 (Victory-1),15.0,54.4,01 03 0E 01E1 00EF 0226 0045 0158 008C 0089 A7F3,INTERROGATION
S0101,M001,Grid Sweep Sector A (North-West),2026-08-14T23:24:54.345690,11.391435,77.734703,321.7,6.88,0.62,39.4,25.0,322.0,129.6,76.7,0.77,92.1,Red Sandy Loam,V1 (Victory-1),15.0,54.0,01 03 0E 018A 00FA 026C 0045 0142 0082 004D A717,INTERROGATION
S0102,M001,Grid Sweep Sector A (North-West),2026-08-14T23:42:54.345690,11.391501,77.733588,320.6,7.46,1.71,49.4,24.8,331.2,135.8,131.1,0.71,89.6,Saline Sandy Clay,V1 (Victory-1),15.0,53.5,01 03 0E 01EE 00F8 06AE 004B 014B 0088 0083 A370,INTERROGATION
S0103,M001,Grid Sweep Sector A (North-West),2026-08-15T00:00:54.345690,11.391302,77.733777,321.1,7.28,1.35,47.7,24.7,313.0,138.2,133.2,0.75,92.4,Saline Sandy Clay,V1 (Victory-1),15.0,53.1,01 03 0E 01DD 00F7 0546 0049 0139 008A 0085 A0D0,INTERROGATION
S0104,M001,Grid Sweep Sector A (North-West),2026-08-15T00:18:54.345690,11.392401,77.734179,319.0,6.78,0.59,47.1,24.3,318.7,139.7,131.3,0.73,96.8,Red Sandy Loam,V1 (Victory-1),15.0,52.6,01 03 0E 01D7 00F3 024E 0044 013F 008C 0083 A7DD,INTERROGATION
S0105,M001,Grid Sweep Sector A (North-West),2026-08-15T00:36:54.345690,11.392708,77.734871,319.5,7.04,0.68,45.9,24.9,331.3,82.8,136.2,0.74,93.5,Red Sandy Loam,V1 (Victory-1),15.0,52.2,01 03 0E 01CB 00F9 02A8 0046 014B 0053 0088 A78F,INTERROGATION
S0106,M001,Grid Sweep Sector A (North-West),2026-08-15T00:54:54.345690,11.392372,77.734005,319.1,6.43,0.6,45.9,25.0,251.9,130.0,137.6,0.61,90.8,Red Sandy Loam,V1 (Victory-1),15.0,51.8,01 03 0E 01CB 00FA 0258 0040 00FC 0082 008A A61E,INTERROGATION
S0107,M001,Grid Sweep Sector A (North-West),2026-08-15T01:12:54.345690,11.391927,77.734896,321.1,6.78,0.63,44.7,24.8,333.3,134.5,101.2,0.71,94.5,Red Sandy Loam,V1 (Victory-1),15.0,51.3,01 03 0E 01BF 00F8 0276 0044 014D 0086 0065 A718,INTERROGATION
S0108,M001,Grid Sweep Sector A (North-West),2026-08-15T01:30:54.345690,11.391859,77.733878,319.6,6.89,1.31,46.3,24.1,312.0,123.1,137.7,0.75,91.8,Saline Sandy Clay,V1 (Victory-1),15.0,50.9,01 03 0E 01CF 00F1 051E 0045 0138 007B 008A A06F,INTERROGATION
S0109,M001,Grid Sweep Sector A (North-West),2026-08-15T01:48:54.345690,11.392034,77.73442,319.9,6.91,0.56,50.1,24.5,341.8,150.0,152.0,0.97,99.6,Rich Humus Loam,V1 (Victory-1),15.0,50.4,01 03 0E 01F5 00F5 0230 0045 0156 0096 0098 A7EE,INTERROGATION
S0110,M001,Grid Sweep Sector A (North-West),2026-08-15T02:06:54.345690,11.39218,77.734278,319.7,6.63,0.63,46.2,25.1,329.3,135.7,132.3,0.83,98.0,Rich Humus Loam,V1 (Victory-1),15.0,49.9,01 03 0E 01CE 00FB 0276 0042 0149 0088 0084 A787,INTERROGATION
S0111,M001,Grid Sweep Sector A (North-West),2026-08-15T02:24:54.345690,11.391753,77.733805,319.8,7.45,1.62,45.7,24.8,329.3,130.5,131.2,0.74,90.2,Saline Sandy Clay,V1 (Victory-1),15.0,49.5,01 03 0E 01C9 00F8 0654 004A 0149 0082 0083 A3A4,INTERROGATION
S0112,M001,Grid Sweep Sector A (North-West),2026-08-15T02:42:54.345690,11.392145,77.733614,319.2,6.64,0.63,43.1,25.4,321.6,134.3,132.8,0.76,97.0,Red Sandy Loam,V1 (Victory-1),15.0,49.0,01 03 0E 01AF 00FE 0276 0042 0142 0086 0085 A7E7,INTERROGATION
S0113,M001,Grid Sweep Sector A (North-West),2026-08-15T03:00:54.345690,11.39234,77.733361,318.7,6.88,0.62,46.1,25.0,263.3,130.1,138.1,0.58,91.9,Red Sandy Loam,V1 (Victory-1),15.0,48.6,01 03 0E 01CD 00FA 026C 0045 0107 0082 008A A7D2,INTERROGATION
S0114,M001,Grid Sweep Sector A (North-West),2026-08-15T03:18:54.345690,11.391694,77.734716,321.0,6.83,0.65,40.0,25.5,320.0,142.5,68.3,0.73,91.9,Red Sandy Loam,V1 (Victory-1),15.0,48.1,01 03 0E 0190 00FF 028A 0044 0140 008E 0044 A7E8,INTERROGATION
S0115,M001,Grid Sweep Sector A (North-West),2026-08-15T03:36:54.345690,11.391615,77.733736,320.2,7.54,1.76,48.7,25.9,338.3,133.0,127.2,0.72,88.7,Saline Sandy Clay,V1 (Victory-1),15.0,47.7,01 03 0E 01E7 0103 06E0 004B 0152 0085 007F A224,INTERROGATION
S0116,M001,Grid Sweep Sector A (North-West),2026-08-15T03:54:54.345690,11.391445,77.735097,322.4,6.8,0.66,46.9,25.3,328.4,140.7,104.2,0.71,95.0,Red Sandy Loam,V1 (Victory-1),15.0,47.2,01 03 0E 01D5 00FD 0294 0044 0148 008D 0068 A796,INTERROGATION
S0117,M001,Grid Sweep Sector A (North-West),2026-08-15T04:12:54.345690,11.39281,77.733438,317.8,6.79,0.6,43.8,25.7,241.5,135.8,126.6,0.58,90.3,Red Sandy Loam,V1 (Victory-1),15.0,46.8,01 03 0E 01B6 0101 0258 0044 00F2 0088 007F A76D,INTERROGATION
S0118,M001,Grid Sweep Sector A (North-West),2026-08-15T04:30:54.345690,11.391783,77.734261,319.6,6.92,0.59,64.5,24.7,320.8,134.8,134.0,0.72,91.9,Clay Loam,V1 (Victory-1),15.0,46.4,01 03 0E 0285 00F7 024E 0045 0141 0087 0086 A4FA,INTERROGATION
S0119,M001,Grid Sweep Sector A (North-West),2026-08-15T04:48:54.345690,11.392442,77.733603,318.7,6.77,0.62,44.4,25.6,216.8,138.8,134.1,0.47,88.5,Red Sandy Loam,V1 (Victory-1),15.0,45.9,01 03 0E 01BC 0100 026C 0044 00D9 008B 0086 A783,INTERROGATION
S0120,M001,Grid Sweep Sector A (North-West),2026-08-15T05:06:54.345690,11.392804,77.734708,319.1,7.15,0.63,46.3,25.8,325.8,79.6,134.5,0.75,93.0,Red Sandy Loam,V1 (Victory-1),15.0,45.4,01 03 0E 01CF 0102 0276 0048 0146 0050 0086 A6A0,INTERROGATION
S0121,M001,Grid Sweep Sector A (North-West),2026-08-15T05:24:54.345690,11.391745,77.733347,319.8,7.13,1.16,48.5,25.6,312.1,136.4,140.7,0.72,93.9,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01E5 0100 0488 0047 0138 0088 008D A0D4,INTERROGATION
S0122,M001,Grid Sweep Sector A (North-West),2026-08-15T05:42:54.345690,11.392733,77.735105,319.7,6.94,0.62,47.7,26.0,326.6,107.0,129.7,0.75,94.8,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01DD 0104 026C 0045 0147 006B 0082 A69D,INTERROGATION
S0123,M001,Grid Sweep Sector A (North-West),2026-08-15T06:00:54.345690,11.391925,77.73343,319.6,7.1,1.12,47.3,26.7,327.8,134.9,134.9,0.76,95.0,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01D9 010B 0460 0047 0148 0087 0087 A07E,INTERROGATION
S0124,M001,Grid Sweep Sector A (North-West),2026-08-15T06:18:54.345690,11.392105,77.733602,319.4,6.64,0.61,44.9,26.3,322.6,134.6,131.8,0.73,96.6,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01C1 0107 0262 0042 0143 0087 0084 A665,INTERROGATION
S0125,M001,Grid Sweep Sector A (North-West),2026-08-15T06:36:54.345690,11.391293,77.733657,320.9,7.27,1.3,48.9,27.0,332.3,134.3,137.2,0.72,93.4,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01E9 010E 0514 0049 014C 0086 0089 A13A,INTERROGATION
S0126,M001,Grid Sweep Sector A (North-West),2026-08-15T06:54:54.345690,11.39163,77.735089,321.8,6.81,0.61,42.8,26.6,326.0,135.0,102.7,0.76,94.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01AC 010A 0262 0044 0146 0087 0067 A6E5,INTERROGATION
S0127,M001,Grid Sweep Sector A (North-West),2026-08-15T07:12:54.345690,11.392323,77.733844,318.9,6.41,0.59,45.6,26.2,220.6,129.5,134.7,0.55,87.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C8 0106 024E 0040 00DD 0082 0087 A7DB,INTERROGATION
S0128,M001,Grid Sweep Sector A (North-West),2026-08-15T07:30:54.345690,11.391667,77.733316,319.7,7.17,1.2,44.8,26.8,324.9,137.0,132.4,0.69,93.3,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C0 010C 04B0 0048 0145 0089 0084 A0BF,INTERROGATION
S0129,M001,Grid Sweep Sector A (North-West),2026-08-15T07:48:54.345690,11.39272,77.734116,318.7,6.79,0.61,44.4,26.8,335.3,130.2,126.4,0.76,96.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01BC 010C 0262 0044 014F 0082 007E A6E6,INTERROGATION
S0130,M001,Grid Sweep Sector A (North-West),2026-08-15T08:06:54.345690,11.39201,77.734171,319.5,6.2,0.67,49.9,26.5,331.0,125.6,136.6,0.77,93.6,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01F3 0109 029E 003E 014B 007E 0089 A625,INTERROGATION
S0131,M001,Grid Sweep Sector A (North-West),2026-08-15T08:24:54.345690,11.392305,77.734451,319.7,6.94,0.63,44.8,27.8,340.7,107.1,139.0,0.8,96.9,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C0 0116 0276 0045 0155 006B 008B A693,INTERROGATION
S0132,M001,Grid Sweep Sector A (North-West),2026-08-15T08:42:54.345690,11.392595,77.733924,318.6,6.79,0.63,48.1,27.4,225.7,132.4,127.0,0.57,89.1,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01E1 0112 0276 0044 00E2 0084 007F A71B,INTERROGATION
S0133,M001,Grid Sweep Sector A (North-West),2026-08-15T09:00:54.345690,11.391418,77.733659,320.9,7.47,1.59,52.4,27.0,330.6,135.2,132.9,0.77,91.4,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 020C 010E 0636 004B 014B 0087 0085 A1F5,INTERROGATION
S0134,M001,Grid Sweep Sector A (North-West),2026-08-15T09:18:54.345690,11.392382,77.734773,320.0,6.98,0.6,44.1,26.5,337.3,78.0,131.2,0.71,92.7,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01B9 0109 0258 0046 0151 004E 0083 A6F1,INTERROGATION
S0135,M001,Grid Sweep Sector A (North-West),2026-08-15T09:36:54.345690,11.39167,77.734794,321.4,6.82,0.62,41.8,27.3,334.6,136.7,76.1,0.74,93.2,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01A2 0111 026C 0044 014F 0089 004C A6D2,INTERROGATION
S0136,M001,Grid Sweep Sector A (North-West),2026-08-15T09:54:54.345690,11.392181,77.733607,319.3,6.74,0.6,45.0,27.7,329.9,133.1,133.1,0.77,97.5,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01C2 0115 0258 0043 014A 0085 0085 A645,INTERROGATION
S0137,M001,Grid Sweep Sector A (North-West),2026-08-15T10:12:54.345690,11.392115,77.734366,319.8,6.76,0.64,46.7,28.1,352.4,144.2,138.2,0.91,99.9,Rich Humus Loam,S36,15.0,45.0,01 03 0E 01D3 0119 0280 0044 0160 0090 008A A6B7,INTERROGATION
S0138,M001,Grid Sweep Sector A (North-West),2026-08-15T10:30:54.345690,11.391567,77.734752,321.4,6.95,0.63,38.9,27.8,332.2,132.9,70.6,0.72,91.5,Red Sandy Loam,S36,15.0,45.0,01 03 0E 0185 0116 0276 0046 014C 0085 0047 A6EE,INTERROGATION
S0139,M001,Grid Sweep Sector A (North-West),2026-08-15T10:48:54.345690,11.391263,77.73468,322.0,6.89,0.62,44.0,27.4,322.4,137.5,95.9,0.77,94.5,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01B8 0112 026C 0045 0142 008A 0060 A6E8,INTERROGATION
S0140,M001,Grid Sweep Sector A (North-West),2026-08-15T11:06:54.345690,11.392671,77.733593,318.4,6.76,0.58,43.3,28.3,196.6,144.0,130.0,0.49,87.5,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01B1 011B 0244 0044 00C5 0090 0082 A7BE,INTERROGATION
S0141,M001,Grid Sweep Sector A (North-West),2026-08-15T11:24:54.345690,11.392211,77.734347,319.9,6.96,0.65,47.1,28.2,339.2,121.3,140.0,0.86,98.0,Rich Humus Loam,S36,15.0,45.0,01 03 0E 01D7 011A 028A 0046 0153 0079 008C A664,INTERROGATION
S0142,M001,Grid Sweep Sector A (North-West),2026-08-15T11:42:54.345690,11.392474,77.734724,319.7,7.04,0.66,43.9,27.9,320.7,65.3,131.7,0.72,91.0,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01B7 0117 0294 0046 0141 0041 0084 A635,INTERROGATION
S0143,M001,Grid Sweep Sector A (North-West),2026-08-15T12:00:54.345690,11.392525,77.734381,319.2,7.08,0.65,47.0,27.9,319.2,93.5,135.8,0.78,94.2,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01D6 0117 028A 0047 013F 005E 0088 A626,INTERROGATION
S0144,M001,Grid Sweep Sector A (North-West),2026-08-15T12:18:54.345690,11.391852,77.73362,319.9,7.36,1.4,48.7,28.0,322.2,129.4,133.8,0.7,91.2,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01E7 0118 0578 004A 0142 0081 0086 A14B,INTERROGATION
S0145,M001,Grid Sweep Sector A (North-West),2026-08-15T12:36:54.345690,11.392252,77.73459,320.0,7.11,0.66,45.2,27.9,344.4,102.9,140.2,0.88,96.8,Rich Humus Loam,S36,15.0,45.0,01 03 0E 01C4 0117 0294 0047 0158 0067 008C A670,INTERROGATION
S0146,M001,Grid Sweep Sector A (North-West),2026-08-15T12:54:54.345690,11.391323,77.735039,322.5,6.84,0.61,42.4,27.9,323.6,136.3,110.4,0.7,94.8,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01A8 0117 0262 0044 0144 0088 006E A6F8,INTERROGATION
S0147,M001,Grid Sweep Sector A (North-West),2026-08-15T13:12:54.345690,11.392599,77.734108,318.9,6.81,0.56,47.6,28.5,263.1,135.2,133.8,0.56,91.7,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01DC 011D 0230 0044 0107 0087 0086 A670,INTERROGATION
S0148,M001,Grid Sweep Sector A (North-West),2026-08-15T13:30:54.345690,11.392967,77.734624,318.6,7.0,0.59,46.5,27.8,327.8,101.5,126.3,0.75,94.1,Red Sandy Loam,S36,15.0,45.0,01 03 0E 01D1 0116 024E 0046 0148 0066 007E A65C,INTERROGATION
S0149,M001,Grid Sweep Sector A (North-West),2026-08-15T13:48:54.345690,11.391472,77.733491,320.4,7.33,1.49,50.3,27.9,325.4,136.5,134.4,0.73,91.6,Saline Sandy Clay,S36,15.0,45.0,01 03 0E 01F7 0117 05D2 0049 0145 0088 0086 A1F3,INTERROGATION
S0150,M001,Grid Sweep Sector A (North-West),2026-08-15T14:06:54.345690,11.391448,77.733598,320.6,7.38,1.52,49.3,28.7,310.8,131.5,134.2,0.78,90.9,Saline Sandy Clay,Kanva-2,15.0,45.0,01 03 0E 01ED 011F 05F0 004A 0137 0084 0086 A1BE,INTERROGATION
S0151,M001,Grid Sweep Sector A (North-West),2026-08-15T14:24:54.345690,11.392123,77.733395,319.1,6.93,0.6,44.6,28.2,319.3,135.4,137.7,0.73,97.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01BE 011A 0258 0045 013F 0087 008A A648,INTERROGATION
S0152,M001,Grid Sweep Sector A (North-West),2026-08-15T14:42:54.345690,11.392768,77.734898,319.3,6.98,0.58,47.6,28.4,323.9,96.9,133.0,0.7,93.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01DC 011C 0244 0046 0144 0061 0085 A6A1,INTERROGATION
S0153,M001,Grid Sweep Sector A (North-West),2026-08-15T15:00:54.345690,11.391885,77.734792,320.9,6.76,0.64,41.5,29.2,331.5,133.4,95.8,0.72,94.1,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 019F 0124 0280 0044 014C 0085 0060 A615,INTERROGATION
S0154,M001,Grid Sweep Sector A (North-West),2026-08-15T15:18:54.345690,11.392453,77.733571,318.8,6.81,0.65,45.4,28.3,205.6,136.5,139.2,0.48,88.2,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01C6 011B 028A 0044 00CE 0088 008B A71D,INTERROGATION
S0155,M001,Grid Sweep Sector A (North-West),2026-08-15T15:36:54.345690,11.39175,77.734755,321.0,6.88,0.59,42.3,28.4,330.9,139.2,85.9,0.74,94.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01A7 011C 024E 0045 014B 008B 0056 A6E5,INTERROGATION
S0156,M001,Grid Sweep Sector A (North-West),2026-08-15T15:54:54.345690,11.392517,77.733427,318.4,6.87,0.61,46.3,29.0,225.7,139.0,136.6,0.54,90.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01CF 0122 0262 0045 00E2 008B 0089 A7E9,INTERROGATION
S0157,M001,Grid Sweep Sector A (North-West),2026-08-15T16:12:54.345690,11.391844,77.734125,319.5,6.49,0.6,56.9,27.9,321.6,128.9,130.7,0.71,94.7,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 0239 0117 0258 0041 0142 0081 0083 A5B4,INTERROGATION
S0158,M001,Grid Sweep Sector A (North-West),2026-08-15T16:30:54.345690,11.392548,77.734109,318.9,6.92,0.66,47.8,28.3,327.4,134.9,128.8,0.73,96.7,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01DE 011B 0294 0045 0147 0087 0081 A696,INTERROGATION
S0159,M001,Grid Sweep Sector A (North-West),2026-08-15T16:48:54.345690,11.391785,77.734524,320.3,6.87,0.63,43.7,28.6,326.2,139.8,83.9,0.76,93.9,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01B5 011E 0276 0045 0146 008C 0054 A6C5,INTERROGATION
S0160,M001,Grid Sweep Sector A (North-West),2026-08-15T17:06:54.345690,11.391424,77.735019,322.1,6.88,0.62,44.0,28.7,328.8,138.9,100.2,0.71,94.6,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01B8 011F 026C 0045 0149 008B 0064 A6EB,INTERROGATION
S0161,M001,Grid Sweep Sector A (North-West),2026-08-15T17:24:54.345690,11.392209,77.734514,319.9,6.94,0.65,45.8,27.6,353.9,116.0,141.9,0.92,98.1,Rich Humus Loam,Kanva-2,15.0,45.0,01 03 0E 01CA 0114 028A 0045 0162 0074 008E A64A,INTERROGATION
S0162,M001,Grid Sweep Sector A (North-West),2026-08-15T17:42:54.345690,11.392746,77.733796,318.3,6.88,0.61,47.3,28.7,204.3,138.8,130.1,0.53,88.3,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D9 011F 0262 0045 00CC 008B 0082 A7E7,INTERROGATION
S0163,M001,Grid Sweep Sector A (North-West),2026-08-15T18:00:54.345690,11.391402,77.734885,322.1,6.96,0.61,41.9,28.4,323.2,137.8,82.9,0.69,92.6,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01A3 011C 0262 0046 0143 008A 0053 A6C2,INTERROGATION
S0164,M001,Grid Sweep Sector A (North-West),2026-08-15T18:18:54.345690,11.391286,77.734647,321.9,6.91,0.66,42.8,28.3,325.4,139.1,91.8,0.73,94.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01AC 011B 0294 0045 0145 008B 005C A637,INTERROGATION
S0165,M001,Grid Sweep Sector A (North-West),2026-08-15T18:36:54.345690,11.392708,77.734886,319.5,7.07,0.55,47.2,28.1,314.0,82.0,136.8,0.72,92.3,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D8 0119 0226 0047 013A 0052 0089 A682,INTERROGATION
S0166,M001,Grid Sweep Sector A (North-West),2026-08-15T18:54:54.345690,11.392337,77.734397,319.7,7.07,0.64,46.1,27.7,334.3,105.6,144.2,0.8,96.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01CD 0115 0280 0047 014E 006A 0090 A668,INTERROGATION
S0167,M001,Grid Sweep Sector A (North-West),2026-08-15T19:12:54.345690,11.392281,77.735028,320.4,7.03,0.6,46.4,28.0,317.1,107.3,131.9,0.71,94.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D0 0118 0258 0046 013D 006B 0084 A6C7,INTERROGATION
S0168,M001,Grid Sweep Sector A (North-West),2026-08-15T19:30:54.345690,11.391796,77.735067,321.4,6.77,0.62,41.0,28.5,325.5,129.9,103.0,0.7,93.8,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 019A 011D 026C 0044 0146 0082 0067 A6CF,INTERROGATION
S0169,M001,Grid Sweep Sector A (North-West),2026-08-15T19:48:54.345690,11.39223,77.734756,320.1,6.97,0.62,47.2,28.2,326.0,101.5,131.6,0.8,95.1,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D8 011A 026C 0046 0146 0066 0084 A68F,INTERROGATION
S0170,M001,Grid Sweep Sector A (North-West),2026-08-15T20:06:54.345690,11.392897,77.734754,318.9,6.93,0.58,42.8,27.5,326.6,93.9,126.5,0.75,93.5,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01AC 0113 0244 0045 0147 005E 007E A61A,INTERROGATION
S0171,M001,Grid Sweep Sector A (North-West),2026-08-15T20:24:54.345690,11.39292,77.734795,318.9,6.97,0.66,47.6,27.9,319.7,88.5,129.5,0.71,92.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01DC 0117 0294 0046 0140 0058 0082 A640,INTERROGATION
S0172,M001,Grid Sweep Sector A (North-West),2026-08-15T20:42:54.345690,11.391327,77.734662,321.8,6.84,0.6,42.9,28.1,318.5,139.9,89.6,0.72,93.4,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01AD 0119 0258 0044 013E 008C 005A A683,INTERROGATION
S0173,M001,Grid Sweep Sector A (North-West),2026-08-15T21:00:54.345690,11.392845,77.73445,318.9,6.98,0.6,46.7,27.4,325.7,98.1,131.3,0.72,93.8,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D3 0112 0258 0046 0146 0062 0083 A6BB,INTERROGATION
S0174,M001,Grid Sweep Sector A (North-West),2026-08-15T21:18:54.345690,11.391278,77.734342,321.3,6.86,0.59,46.7,27.5,330.8,136.5,110.1,0.77,96.0,Red Sandy Loam,Kanva-2,15.0,45.0,01 03 0E 01D3 0113 024E 0045 014B 0088 006E A6A5,INTERROGATION
S0175,M001,Grid Sweep Sector A (North-West),2026-08-15T21:36:54.345690,11.391684,77.734587,320.8,6.81,0.65,41.0,27.9,326.6,134.5,78.6,0.74,92.8,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 019A 0117 028A 0044 0147 0086 004F A60E,INTERROGATION
S0176,M001,Grid Sweep Sector A (North-West),2026-08-15T21:54:54.345690,11.392282,77.733963,319.1,6.17,0.65,44.0,27.5,245.5,123.2,130.9,0.63,86.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01B8 0113 028A 003E 00F6 007B 0083 A7D2,INTERROGATION
S0177,M001,Grid Sweep Sector A (North-West),2026-08-15T22:12:54.345690,11.391245,77.733565,321.2,7.28,1.17,47.1,26.9,320.2,138.4,137.7,0.68,93.7,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01D7 010D 0492 0049 0140 008A 008A A082,INTERROGATION
S0178,M001,Grid Sweep Sector A (North-West),2026-08-15T22:30:54.345690,11.392017,77.735097,321.0,6.8,0.63,45.1,27.5,328.3,135.0,130.5,0.72,96.7,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C3 0113 0276 0044 0148 0087 0082 A66C,INTERROGATION
